filme1,filme2,qtd_atores_compartilhados,atores_compartilhados,generos_compartilhados,similaridade,peso
Ronin,Munich,1,Michael Lonsdale,Action|Crime|Thriller,5,0.2
"Little Princess, The",Mary Poppins,1,Arthur Treacher,Children,3,0.333333
Coneheads,Exit to Eden,1,Dan Aykroyd,Comedy,3,0.333333
City Slickers,Analyze This,1,Billy Crystal,Comedy,3,0.333333
School of Rock,Nacho Libre,1,Jack Black,Comedy,3,0.333333
Red Dragon,National Treasure,1,Harvey Keitel,Mystery|Thriller,4,0.25
True Romance,Bad Lieutenant: Port of Call New Orleans,1,Val Kilmer,Crime,3,0.333333
Malice,"Others, The",1,Nicole Kidman,Thriller,3,0.333333
"Grand Budapest Hotel, The",The Fault in Our Stars,1,Willem Dafoe,Drama,3,0.333333
Wayne's World 2,Wedding Crashers,1,Christopher Walken,Comedy,3,0.333333
Adventures in Babysitting,Father of the Bride Part II,1,George Newbern,Comedy,3,0.333333
Paycheck,Gone Girl,1,Ben Affleck,Thriller,3,0.333333
Married to the Mob,School of Rock,1,Joan Cusack,Comedy,3,0.333333
"Mask of Zorro, The",Shrek Forever After (a.k.a. Shrek: The Final Chapter),1,Antonio Banderas,Comedy,3,0.333333
Ransom,"Core, The",1,Delroy Lindo,Thriller,3,0.333333
Jagged Edge,Air Force One,1,Glenn Close,Thriller,3,0.333333
City Slickers II: The Legend of Curly's Gold,Happiness,1,Jon Lovitz,Comedy,3,0.333333
"English Patient, The","Paris, I Love You (Paris, je t'aime)",1,Juliette Binoche,Romance,3,0.333333
"Hate (Haine, La)",Black Swan,1,Vincent Cassel,Drama,3,0.333333
13 Going on 30,"Hobbit: An Unexpected Journey, The",1,Andy Serkis,Fantasy,3,0.333333
Harry Potter and the Deathly Hallows: Part 2,Now You See Me 2,1,Daniel Radcliffe,Action,3,0.333333
"Chronicles of Riddick, The",Skyfall,1,Judi Dench,Action|Thriller,4,0.25
Lost in Space,Sherlock Holmes: A Game of Shadows,1,Jared Harris,Action|Adventure,4,0.25
"Client, The","Sisterhood of the Traveling Pants, The",1,Bradley Whitford,Drama,3,0.333333
Scrooged,Space Jam,1,Bill Murray,Comedy|Fantasy,4,0.25
Robin Hood: Men in Tights,Blue Streak,1,Dave Chappelle,Comedy,3,0.333333
Close Encounters of the Third Kind,Reign Over Me,1,Melinda Dillon,Drama,3,0.333333
Lord of War,John Wick,1,Bridget Moynahan,Action|Thriller,4,0.25
True Romance,Mindhunters,2,Val Kilmer|Christian Slater,Crime|Thriller,6,0.166667
"Juror, The",Pearl Harbor,1,Alec Baldwin,Drama,3,0.333333
"Tailor of Panama, The","King's Speech, The",1,Geoffrey Rush,Drama,3,0.333333
Mary Poppins,Murder by Death,1,Elsa Lanchester,Comedy,3,0.333333
Far and Away,"Others, The",1,Nicole Kidman,Drama,3,0.333333
Some Like It Hot,"American Tail, An",1,Nehemiah Persoff,Comedy,3,0.333333
"Single Man, A","King's Speech, The",1,Colin Firth,Drama,3,0.333333
Desperado,Predators,1,Danny Trejo,Action,3,0.333333
"English Patient, The",What a Girl Wants,1,Colin Firth,Drama|Romance,4,0.25
Anchorman: The Legend of Ron Burgundy,Forgetting Sarah Marshall,1,Paul Rudd,Comedy,3,0.333333
Zulu,Children of Men,1,Michael Caine,Action|Drama,4,0.25
Hot Shots! Part Deux,Johnny English,1,Rowan Atkinson,Action|Comedy,4,0.25
Rushmore,Funny People,1,Jason Schwartzman,Comedy|Drama,4,0.25
"Serious Man, A",Inside Out,1,Richard Kind,Comedy|Drama,4,0.25
"Deer Hunter, The","Bronx Tale, A",1,Robert De Niro,Drama,3,0.333333
Father of the Bride Part II,Happiness,1,Jane Adams,Comedy,3,0.333333
Beverly Hills Cop III,Dr. Dolittle 2,1,Eddie Murphy,Comedy,3,0.333333
Awakenings,Carlito's Way,1,Penelope Ann Miller,Drama,3,0.333333
Executive Decision,Ice Age 2: The Meltdown,1,John Leguizamo,Adventure,3,0.333333
Eddie Murphy Raw,Beverly Hills Cop III,1,Eddie Murphy,Comedy,3,0.333333
Million Dollar Baby,Nick and Norah's Infinite Playlist,1,Jay Baruchel,Drama,3,0.333333
Fantasia,Atlantis: The Lost Empire,1,Corey Burton,Animation|Children|Fantasy,5,0.2
Nine Months,Evolution,1,Julianne Moore,Comedy,3,0.333333
"Life of David Gale, The",Love Actually,1,Laura Linney,Drama,3,0.333333
Hannibal,Quantum of Solace,1,Giancarlo Giannini,Thriller,3,0.333333
"Boot, Das (Boat, The)","Replacement Killers, The",1,Jürgen Prochnow,Action,3,0.333333
Collateral,Spotlight,1,Mark Ruffalo,Thriller,3,0.333333
Roman Holiday,My Fair Lady,1,Audrey Hepburn,Comedy|Drama|Romance,5,0.2
"Client, The",Elizabethtown,1,Susan Sarandon,Drama,3,0.333333
Children of Men,Still Alice,1,Julianne Moore,Drama,3,0.333333
My Blue Heaven,Toy Story 3,1,Joan Cusack,Comedy,3,0.333333
City Slickers II: The Legend of Curly's Gold,Nurse Betty,1,Pruitt Taylor Vince,Comedy,3,0.333333
Black Hawk Down,King Arthur,1,Hugh Dancy,Action|Drama|War,5,0.2
Pirates of the Caribbean: At World's End,About Time,1,Bill Nighy,Fantasy,3,0.333333
"40-Year-Old Virgin, The","Way, Way Back, The",1,Steve Carell,Comedy,3,0.333333
Dumbo,Sleeping Beauty,2,Billy Bletcher|Verna Felton,Animation|Children|Musical,7,0.142857
Beverly Hills Cop,Shrek the Third,1,Eddie Murphy,Comedy,3,0.333333
Election,"Legally Blonde 2: Red, White & Blonde",1,Reese Witherspoon,Comedy,3,0.333333
Thelma & Louise,Fury,1,Brad Pitt,Drama,3,0.333333
Sherlock Holmes,Side Effects,1,Jude Law,Crime|Mystery|Thriller,5,0.2
Phenomenon,Primary Colors,1,John Travolta,Drama,3,0.333333
Phenomenon,"Civil Action, A",2,John Travolta|Robert Duvall,Drama,5,0.2
Ocean's Twelve,Fantastic Mr. Fox,1,George Clooney,Comedy|Crime,4,0.25
Romeo Is Bleeding,From Dusk Till Dawn,1,Juliette Lewis,Thriller,3,0.333333
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2),Freddy Got Fingered,1,Rip Torn,Comedy,3,0.333333
"Goonies, The",Deadpool 2,1,Josh Brolin,Action|Comedy,4,0.25
Wallace & Gromit in The Curse of the Were-Rabbit,Skyfall,1,Ralph Fiennes,Adventure,3,0.333333
"Long Kiss Goodnight, The",Zodiac,1,Brian Cox,Drama|Thriller,4,0.25
Moulin Rouge,Down with Love,1,Ewan McGregor,Romance,3,0.333333
"Imaginarium of Doctor Parnassus, The","Social Network, The",1,Andrew Garfield,Drama,3,0.333333
"Bodyguard, The",Tin Cup,1,Kevin Costner,Drama|Romance,4,0.25
Grosse Pointe Blank,Very Bad Things,1,Jeremy Piven,Comedy|Crime,4,0.25
Desperado,"Legend of Zorro, The",1,Antonio Banderas,Action|Western,4,0.25
Hannah and Her Sisters,Black Swan,1,Barbara Hershey,Drama,3,0.333333
Phone Booth,Panic Room,1,Forest Whitaker,Thriller,3,0.333333
Skyfall,Cloud Atlas,1,Ben Whishaw,IMAX,3,0.333333
Thelma & Louise,Mulholland Falls,1,Michael Madsen,Crime|Drama,4,0.25
Air America,Sherlock Holmes,1,Robert Downey Jr.,Action,3,0.333333
Days of Thunder,Vanilla Sky,1,Tom Cruise,Romance,3,0.333333
Big Daddy,"Dude, Where's My Car?",1,Kristy Swanson,Comedy,3,0.333333
Benny & Joon,Nine Months,1,Julianne Moore,Comedy|Romance,4,0.25
Taken,Captain Phillips,1,David Warshofsky,Drama|Thriller,4,0.25
"Deer Hunter, The",Out of Africa,1,Meryl Streep,Drama,3,0.333333
Kung Fu Panda,50/50,1,Seth Rogen,Comedy,3,0.333333
50 First Dates,Click,2,Sean Astin|Adam Sandler,Comedy|Romance,6,0.166667
Night on Earth,Black Swan,1,Winona Ryder,Drama,3,0.333333
Adaptation,Seabiscuit,1,Chris Cooper,Drama,3,0.333333
Bruce Almighty,"Switch, The",1,Jennifer Aniston,Comedy|Romance,4,0.25
"40-Year-Old Virgin, The",Seeking a Friend for the End of the World,1,Steve Carell,Comedy|Romance,4,0.25
A.I. Artificial Intelligence,Mr. Brooks,1,William Hurt,Drama,3,0.333333
Glory,Gone Baby Gone,1,Morgan Freeman,Drama,3,0.333333
Conan the Barbarian,Patriot Games,1,James Earl Jones,Action,3,0.333333
Superman,"Big Easy, The",1,Ned Beatty,Action,3,0.333333
Wedding Crashers,"Darjeeling Limited, The",1,Owen Wilson,Comedy,3,0.333333
Flushed Away,Hot Fuzz,1,Bill Nighy,Comedy,3,0.333333
Scream 2,Bowfinger,1,Heather Graham,Comedy,3,0.333333
Serenity,Salt,1,Chiwetel Ejiofor,Action,3,0.333333
I Am Legend,Predators,1,Alice Braga,Action|Sci-Fi|Thriller,5,0.2
Species,Prince of Persia: The Sands of Time,2,Alfred Molina|Ben Kingsley,,4,0.25
M*A*S*H (a.k.a. MASH),Ordinary People,1,Donald Sutherland,Drama,3,0.333333
Three Kings,"Good Night, and Good Luck.",1,George Clooney,Drama,3,0.333333
Timecop,Collateral,1,Bruce McGill,Action|Thriller,4,0.25
"Journey of Natty Gann, The",Con Air,1,John Cusack,Adventure,3,0.333333
Hot Fuzz,Snow White and the Huntsman,1,Nick Frost,Action,3,0.333333
Harold and Maude,"Life Aquatic with Steve Zissou, The",1,Bud Cort,Comedy,3,0.333333
Look Who's Talking,Phenomenon,1,John Travolta,Romance,3,0.333333
Zoolander,"Darjeeling Limited, The",1,Owen Wilson,Comedy,3,0.333333
"Time to Kill, A",21,1,Kevin Spacey,Drama|Thriller,4,0.25
Dog Day Afternoon,"Thin Red Line, The",1,Penelope Allen,Drama,3,0.333333
Glengarry Glen Ross,"Terminal, The",1,Jude Ciccolella,Drama,3,0.333333
Black Hawk Down,"Assassination of Jesse James by the Coward Robert Ford, The",1,Sam Shepard,Drama,3,0.333333
"Dirty Dozen, The",Escape from New York,1,Ernest Borgnine,Action,3,0.333333
Executive Decision,Seven Years in Tibet,1,BD Wong,Adventure,3,0.333333
Stop! Or My Mom Will Shoot,Robin Hood: Men in Tights,1,Roger Rees,Comedy,3,0.333333
"Year of Living Dangerously, The",Pocahontas,2,Mel Gibson|Linda Hunt,Drama|Romance,6,0.166667
Michael,Into the Wild,1,William Hurt,Drama,3,0.333333
Rushmore,My Super Ex-Girlfriend,1,Luke Wilson,Comedy,3,0.333333
"Seventh Sign, The","English Patient, The",1,Jürgen Prochnow,Drama,3,0.333333
Far and Away,Last Action Hero,1,Robert Prosky,Adventure,3,0.333333
Judge Dredd,Escape Plan,1,Sylvester Stallone,Action,3,0.333333
From Dusk Till Dawn,Tomorrowland,1,George Clooney,Action,3,0.333333
Pretty in Pink,"Bridges of Madison County, The",1,Jim Haynie,Drama|Romance,4,0.25
Garden State,Closer,1,Natalie Portman,Drama|Romance,4,0.25
Peggy Sue Got Married,Star Trek IV: The Voyage Home,1,Catherine Hicks,Comedy,3,0.333333
"Knight's Tale, A",Iron Man 3,1,Paul Bettany,Action,3,0.333333
"Deer Hunter, The",Once Upon a Time in America,1,Robert De Niro,Drama,3,0.333333
Goldfinger,"Man with the Golden Gun, The",1,Bernard Lee,Action|Adventure|Thriller,5,0.2
Hot Shots! Part Deux,Scooby-Doo,1,Rowan Atkinson,Comedy,3,0.333333
Diamonds Are Forever,Highlander,1,Sean Connery,Action|Adventure,4,0.25
Deep Blue Sea,Captain America: The First Avenger,1,Samuel L. Jackson,Action|Sci-Fi|Thriller,5,0.2
Charade,Grumpier Old Men,1,Walter Matthau,Comedy|Romance,4,0.25
Rambo: First Blood Part II,Antz,1,Sylvester Stallone,Adventure,3,0.333333
Harry Potter and the Order of the Phoenix,"Tree of Life, The",1,Fiona Shaw,Drama,3,0.333333
City Slickers II: The Legend of Curly's Gold,Monsters University,1,Billy Crystal,Adventure|Comedy,4,0.25
Collateral,Oblivion,1,Tom Cruise,Action,3,0.333333
Tombstone,"Last Supper, The",1,Bill Paxton,Drama,3,0.333333
"Exorcist, The","Exorcist III, The",1,Jason Miller,Horror,3,0.333333
Coneheads,Houseguest,2,Sinbad|Phil Hartman,Comedy,5,0.2
Say Anything...,Rudy,1,Lili Taylor,Drama,3,0.333333
Pleasantville,Cats & Dogs,1,Tobey Maguire,Comedy,3,0.333333
Galaxy Quest,Josie and the Pussycats,1,Missi Pyle,Comedy,3,0.333333
Jumper,Iron Man 2,1,Samuel L. Jackson,Action|Adventure|Sci-Fi|Thriller,6,0.166667
Space Jam,Spawn,1,Theresa Randle,Adventure|Sci-Fi,4,0.25
"Talented Mr. Ripley, The",Doubt,1,Philip Seymour Hoffman,Drama|Mystery,4,0.25
Grosse Pointe Blank,Marley & Me,1,Alan Arkin,Comedy,3,0.333333
Clockers,Ransom,1,Delroy Lindo,Crime,3,0.333333
Close Encounters of the Third Kind,Poseidon,1,Richard Dreyfuss,Adventure,3,0.333333
Best in Show,Lemony Snicket's A Series of Unfortunate Events,1,Catherine O'Hara,Comedy,3,0.333333
Scary Movie,Starsky & Hutch,1,Carmen Electra,Comedy,3,0.333333
"Outsiders, The",Magnolia,1,Tom Cruise,Drama,3,0.333333
Close Encounters of the Third Kind,Always,2,Richard Dreyfuss|Roberts Blossom,Drama,5,0.2
Shark Tale,Mr. & Mrs. Smith,1,Angelina Jolie,Comedy,3,0.333333
Jack Frost,Toy Story 3,1,Michael Keaton,Children|Comedy,4,0.25
Deep Impact,Nurse Betty,1,Morgan Freeman,Drama|Thriller,4,0.25
Munich,There Will Be Blood,1,Ciarán Hinds,Drama,3,0.333333
Henry V,Wild Wild West,1,Kenneth Branagh,Action,3,0.333333
"Patriot, The",Selma,1,Tom Wilkinson,Drama,3,0.333333
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2),Kung Fu Panda 3,1,David Cross,Action,3,0.333333
"Notebook, The","Big Short, The",1,Ryan Gosling,Drama,3,0.333333
Toy Story 3,Saving Mr. Banks,1,Tom Hanks,Comedy,3,0.333333
Mystery Men,Dodgeball: A True Underdog Story,1,Ben Stiller,Comedy,3,0.333333
"Living Daylights, The",Congo,1,Joe Don Baker,Action|Adventure,4,0.25
Deep Blue Sea,Captain America: The Winter Soldier,1,Samuel L. Jackson,Action|Sci-Fi,4,0.25
Kiss the Girls,Deep Impact,1,Morgan Freeman,Drama|Thriller,4,0.25
F/X2 (a.k.a. F/X 2 - The Deadly Art of Illusion),Con Air,1,Rachel Ticotin,Action|Thriller,4,0.25
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,Madagascar: Escape 2 Africa,1,Sacha Baron Cohen,Comedy,3,0.333333
Galaxy Quest,"Way, Way Back, The",1,Sam Rockwell,Comedy,3,0.333333
"Client, The",Lantana,1,Anthony LaPaglia,Drama|Mystery|Thriller,5,0.2
Bruce Almighty,Rumor Has It...,1,Jennifer Aniston,Comedy|Drama|Romance,5,0.2
Hook,Patch Adams,1,Robin Williams,Comedy,3,0.333333
Summer of Sam,"Grand Budapest Hotel, The",1,Adrien Brody,Drama,3,0.333333
Alien³ (a.k.a. Alien 3),Death and the Maiden,1,Sigourney Weaver,Thriller,3,0.333333
"Peacemaker, The",Gravity,1,George Clooney,Action,3,0.333333
Anchorman: The Legend of Ron Burgundy,The Lego Movie,1,Will Ferrell,Comedy,3,0.333333
Hot Fuzz,Pirate Radio,2,Nick Frost|Bill Nighy,Comedy,5,0.2
Army of Darkness,Cloudy with a Chance of Meatballs,1,Bruce Campbell,Fantasy,3,0.333333
Wayne's World 2,Tommy Boy,1,Chris Farley,Comedy,3,0.333333
Rocky II,"Specialist, The",1,Sylvester Stallone,Action|Drama,4,0.25
Three Kings,Wonder Woman,1,Saïd Taghmaoui,Action|Adventure,4,0.25
"40-Year-Old Virgin, The",Begin Again,1,Catherine Keener,Comedy|Romance,4,0.25
Unforgiven,Moll Flanders,1,Morgan Freeman,Drama,3,0.333333
Sherlock Holmes,300: Rise of an Empire,1,Hans Matheson,Action,3,0.333333
Never Been Kissed,Zootopia,1,Octavia Spencer,Comedy,3,0.333333
School of Rock,Chicken Little,1,Joan Cusack,Comedy,3,0.333333
"Family Man, The",Adaptation,1,Nicolas Cage,Comedy|Drama|Romance,5,0.2
Speechless,Grosse Pointe Blank,1,Mitchell Ryan,Comedy|Romance,4,0.25
Runaway Train,"Cable Guy, The",1,Eric Roberts,Thriller,3,0.333333
"Cable Guy, The","Adventures of Rocky and Bullwinkle, The",1,Janeane Garofalo,Comedy,3,0.333333
Walk the Line,"Village, The",1,Joaquin Phoenix,Drama,3,0.333333
From Dusk Till Dawn,Predators,1,Danny Trejo,Action|Thriller,4,0.25
First Knight,"Jackal, The",1,Richard Gere,Action,3,0.333333
Cars,"Life Aquatic with Steve Zissou, The",1,Owen Wilson,Comedy,3,0.333333
Con Air,Rosewood,1,Ving Rhames,Action,3,0.333333
"Cable Guy, The",Tenacious D in The Pick of Destiny,1,Jack Black,Comedy,3,0.333333
Where the Heart Is,School of Rock,1,Joan Cusack,Comedy,3,0.333333
Best in Show,Harold and Kumar Go to White Castle,1,Fred Willard,Comedy,3,0.333333
Black Hawk Down,Hanna,1,Eric Bana,Action,3,0.333333
Fletch,"League of Their Own, A",1,Geena Davis,Comedy,3,0.333333
Gone in 60 Seconds,National Treasure: Book of Secrets,1,Nicolas Cage,Action,3,0.333333
You've Got Mail,Two Weeks Notice,1,Heather Burns,Comedy|Romance,4,0.25
"Curious Case of Benjamin Button, The",12 Years a Slave,1,Brad Pitt,Drama,3,0.333333
Tropic Thunder,Sherlock Holmes: A Game of Shadows,1,Robert Downey Jr.,Action|Adventure|Comedy,5,0.2
Practical Magic,"Others, The",1,Nicole Kidman,Drama|Mystery,4,0.25
Beverly Hills Cop,Beverly Hills Cop II,5,Eddie Murphy|Ronny Cox|Judge Reinhold|John Ashton|Gilbert R. Hill,Action|Comedy|Crime,13,0.076923
Safe,Children of Men,1,Julianne Moore,Thriller,3,0.333333
M*A*S*H (a.k.a. MASH),Inspector Gadget,1,Rene Auberjonois,Comedy,3,0.333333
Sixteen Candles,Pretty in Pink,1,Molly Ringwald,Comedy|Romance,4,0.25
Body Snatchers,Species,1,Forest Whitaker,Horror|Sci-Fi,4,0.25
"Bell, Book and Candle",Mary Poppins,1,Elsa Lanchester,Comedy|Fantasy,4,0.25
Con Air,Bird Box,1,John Malkovich,Thriller,3,0.333333
Superbad,Adventureland,1,Bill Hader,Comedy,3,0.333333
Boiler Room,Gone in 60 Seconds,2,Giovanni Ribisi|Scott Caan,Crime,5,0.2
It Could Happen to You,Kick-Ass,1,Nicolas Cage,Comedy,3,0.333333
Smilla's Sense of Snow,Moulin Rouge,1,Jim Broadbent,Drama,3,0.333333
Candyman,Army of Darkness,1,Ted Raimi,Horror,3,0.333333
Out of Time,Bruce Almighty,1,Nora Dunn,Drama,3,0.333333
"Day After Tomorrow, The",Prisoners,1,Jake Gyllenhaal,Drama|Thriller,4,0.25
Robin Hood: Men in Tights,Ella Enchanted,1,Cary Elwes,Comedy,3,0.333333
"City of Lost Children, The (Cité des enfants perdus, La)",Tangled,1,Ron Perlman,Fantasy,3,0.333333
Bad Boys,Shark Tale,1,Will Smith,Comedy,3,0.333333
"Life Less Ordinary, A",Moulin Rouge,1,Ewan McGregor,Romance,3,0.333333
Three Kings,I Heart Huckabees,1,Mark Wahlberg,Comedy,3,0.333333
"World Is Not Enough, The",Quantum of Solace,1,Judi Dench,Action|Adventure|Thriller,5,0.2
"Goonies, The",Licence to Kill,1,Robert Davi,Action|Adventure,4,0.25
Friday,Rush Hour,1,Chris Tucker,Comedy,3,0.333333
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2),Jackass Number Two,1,Johnny Knoxville,Comedy,3,0.333333
"40-Year-Old Virgin, The",Dinner for Schmucks,2,Steve Carell|Paul Rudd,Comedy,5,0.2
Mr. Wrong,School of Rock,1,Joan Cusack,Comedy,3,0.333333
So I Married an Axe Murderer,Shrek the Third,1,Mike Myers,Comedy,3,0.333333
"Exorcist, The",Exorcist II: The Heretic,3,Linda Blair|Max von Sydow|Kitty Winn,Horror,7,0.142857
Disclosure,Happiness,1,Dylan Baker,Drama,3,0.333333
"Little Mermaid, The","Master of Disguise, The",1,Edie McClurg,Comedy,3,0.333333
Alien: Resurrection,"Scanner Darkly, A",1,Winona Ryder,Sci-Fi,3,0.333333
Pleasantville,"Contender, The",1,Joan Allen,Drama,3,0.333333
"Island, The",Captain America: The Winter Soldier,1,Scarlett Johansson,Action|Sci-Fi,4,0.25
"'burbs, The",You've Got Mail,1,Tom Hanks,Comedy,3,0.333333
eXistenZ,"Boondock Saints, The",1,Willem Dafoe,Action|Thriller,4,0.25
"Me, Myself & Irene",Yes Man,1,Jim Carrey,Comedy,3,0.333333
Beverly Hills Cop,Gone Baby Gone,1,John Ashton,Crime|Drama,4,0.25
My Own Private Idaho,The Devil's Advocate,1,Keanu Reeves,Drama,3,0.333333
This Boy's Life,"Patriot, The",1,Chris Cooper,Drama,3,0.333333
"Jerk, The",Bowfinger,1,Steve Martin,Comedy,3,0.333333
Glory,Nurse Betty,1,Morgan Freeman,Drama,3,0.333333
Air Force One,Session 9,1,Paul Guilfoyle,Thriller,3,0.333333
"Adventures of Baron Munchausen, The",Casper,1,Eric Idle,Adventure,3,0.333333
Maid in Manhattan,"Grand Budapest Hotel, The",1,Ralph Fiennes,Comedy,3,0.333333
Iron Man 3,Avengers: Age of Ultron,2,Don Cheadle|Robert Downey Jr.,Action|Sci-Fi,6,0.166667
Glory,Kiss the Girls,2,Cary Elwes|Morgan Freeman,Drama,5,0.2
Galaxy Quest,Wild Hogs,1,Tim Allen,Adventure|Comedy,4,0.25
Star Wars: Episode VII - The Force Awakens,Star Wars: The Last Jedi,9,Carrie Fisher|Mark Hamill|Andy Serkis|Oscar Isaac|Domhnall Gleeson|Lupita Nyong'o|Adam Driver|John Boyega|Daisy Ridley,Action|Adventure|Fantasy|Sci-Fi,22,0.045455
State of Play,Sherlock Holmes,1,Rachel McAdams,Crime|Thriller,4,0.25
Sliver,"X-Files: Fight the Future, The",1,Martin Landau,Thriller,3,0.333333
"Cable Guy, The",Love and Other Drugs,1,George Segal,Comedy,3,0.333333
Con Air,"Final Destination, The (Final Destination 4) (Final Destination in 3-D, The)",1,Mykelti Williamson,Thriller,3,0.333333
Anchorman: The Legend of Ron Burgundy,21 Jump Street,1,Chris Parnell,Comedy,3,0.333333
Mr. & Mrs. Smith,Kung Fu Panda 2,1,Angelina Jolie,Action|Adventure|Comedy,5,0.2
What a Girl Wants,"King's Speech, The",1,Colin Firth,Drama,3,0.333333
Kramer vs. Kramer,Adaptation,1,Meryl Streep,Drama,3,0.333333
Million Dollar Baby,Invictus,1,Morgan Freeman,Drama,3,0.333333
Fried Green Tomatoes,"Blind Side, The",1,Kathy Bates,Drama,3,0.333333
The Hunger Games,"Expendables 2, The",1,Liam Hemsworth,Action|Adventure,4,0.25
"Devil's Own, The",Star Wars: Episode VII - The Force Awakens,1,Harrison Ford,Action,3,0.333333
Fried Green Tomatoes,Bullets Over Broadway,1,Mary-Louise Parker,Comedy,3,0.333333
My Girl,Grosse Pointe Blank,1,Dan Aykroyd,Comedy|Romance,4,0.25
In & Out,Wild Wild West,1,Kevin Kline,Comedy,3,0.333333
"Omega Man, The",Tombstone,1,Charlton Heston,Action|Drama,4,0.25
Chasing Amy,The Accountant,1,Ben Affleck,Drama,3,0.333333
Batman & Robin,Fantastic Mr. Fox,1,George Clooney,Adventure,3,0.333333
Wayne's World,Jury Duty,2,Tia Carrere|Brian Doyle-Murray,Comedy,5,0.2
Rob Roy,Kiss the Girls,1,Brian Cox,Drama,3,0.333333
"Jackal, The",Kung Fu Panda,1,Jack Black,Action,3,0.333333
Con Air,Penguins of Madagascar,1,John Malkovich,Adventure,3,0.333333
Congo,Mud,1,Joe Don Baker,Adventure,3,0.333333
Pearl Harbor,AVP: Alien vs. Predator,1,Ewen Bremner,Action,3,0.333333
Judge Dredd,Driven,1,Sylvester Stallone,Action,3,0.333333
Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2),Unstoppable,1,Rosario Dawson,Action,3,0.333333
Disclosure,Kiss the Girls,1,Roma Maffia,Drama|Thriller,4,0.25
Never Say Never Again,Judge Dredd,1,Max von Sydow,Action,3,0.333333
"Client, The",Alfie,1,Susan Sarandon,Drama,3,0.333333
"Client, The",Trees Lounge,1,Anthony LaPaglia,Drama,3,0.333333
Gangs of New York,Charlie's Angels: Full Throttle,1,Cameron Diaz,Crime,3,0.333333
"Music Man, The","Little Mermaid, The",1,Buddy Hackett,Children|Comedy|Musical|Romance,6,0.166667
Con Air,After the Sunset,1,Mykelti Williamson,Action|Adventure|Thriller,5,0.2
Judge Dredd,Justice League,1,Diane Lane,Action|Sci-Fi,4,0.25
Dreamscape,Judge Dredd,1,Max von Sydow,Sci-Fi,3,0.333333
Pocahontas,Smoke Signals,1,Irene Bedard,Drama,3,0.333333
Air Force One,Universal Soldier: The Return,1,Xander Berkeley,Action,3,0.333333
Nixon,William Shakespeare's Romeo + Juliet,1,Paul Sorvino,Drama,3,0.333333
Snake Eyes,Gone in 60 Seconds,1,Nicolas Cage,Action|Crime,4,0.25
Night at the Museum: Battle of the Smithsonian,Inside Out,1,Bill Hader,Comedy,3,0.333333
"Remains of the Day, The",Meet Joe Black,1,Anthony Hopkins,Romance,3,0.333333
Hero,Toy Story 3,1,Joan Cusack,Comedy,3,0.333333
"Definitely, Maybe",Zombieland,1,Abigail Breslin,Comedy,3,0.333333
Diamonds Are Forever,First Knight,1,Sean Connery,Action,3,0.333333
